2	1	0	0	1.0 	 1.0681944398917809e-11 	 1.9383096774511372e-11 	 2 	 5.607410330165395e-14 	 4.9625581421963716e-12
2	2	0	0	1.0 	 1.309413318119779e-09 	 1.2699021103804402e-09 	 2 	 7.755298169190911e-12 	 6.863438879733949e-10
2	3	0	0	1.0 	 4.694103395318255e-13 	 1.1741715388526201e-12 	 2 	 2.404542353051153e-15 	 2.1280199824502688e-13
2	4	0	0	1.0 	 1.9522173600527425e-13 	 3.6394348694299544e-13 	 2 	 3.2873891932544907e-15 	 2.9093394360302227e-13
2	5	0	0	1.0 	 2.0510336809052733e-14 	 3.412633319057829e-14 	 2 	 6.8996911134896715e-18 	 6.106226635438361e-16
2	6	0	0	1.0 	 8.36026147585457e-10 	 1.1368425195110302e-09 	 2 	 3.515262155436481e-12 	 3.1110070075612813e-10
2	7	0	0	1.0 	 9.680764522293913e-12 	 6.543598428377111e-12 	 2 	 3.9287782067180244e-14 	 3.4769687129454496e-12
2	8	0	0	1.0 	 4.6832090248440525e-14 	 1.1171541235690914e-13 	 2 	 3.882644362954646e-16 	 3.4361402612148595e-14
2	9	0	0	1.0 	 1.2503424298278292e-15 	 6.535449264879132e-16 	 2 	 6.115635305138576e-18 	 5.412337245047639e-16
2	10	0	0	1.0 	 2.9247488056182895e-13 	 2.6615356692200493e-13 	 2 	 1.6893854488589059e-15 	 1.495106122240131e-13
3	1	0	0	1.0 	 1.3214166636226493e-10 	 1.4278772990077674e-10 	 3 	 7.490305201481994e-13 	 6.554017051296766e-11
3	2	0	0	1.0 	 1.034507609565555e-09 	 5.414064438158141e-10 	 3 	 3.689481874775382e-12 	 3.2282966404284503e-10
3	3	0	0	1.0 	 7.897697489622039e-13 	 1.6308572562329134e-12 	 3 	 1.1203736351360091e-14 	 9.803269307440132e-13
3	4	0	0	1.0 	 2.296382159341801e-13 	 2.659390602950556e-13 	 3 	 1.9979256344575857e-15 	 1.748184930150387e-13
3	5	0	0	1.0 	 4.0974219458676754e-14 	 5.5217718066559e-14 	 3 	 2.5313084961453513e-16 	 2.2148949341271873e-14
3	6	0	0	1.0 	 8.348797754915873e-10 	 6.489213630213309e-10 	 3 	 2.3355523864105416e-12 	 2.043608338109236e-10
3	7	0	0	1.0 	 9.827586014425383e-12 	 4.136235083846224e-12 	 3 	 3.2054993580134245e-14 	 2.8048119382617634e-12
3	8	0	0	1.0 	 4.5636407192975476e-14 	 7.68191223148679e-14 	 3 	 2.569373285561082e-16 	 2.248201624865942e-14
3	9	0	0	1.0 	 2.8631098394363314e-15 	 1.906856873534132e-15 	 3 	 6.017012285245285e-18 	 5.26488574958961e-16
3	10	0	0	1.0 	 1.0026326756208252e-10 	 1.3336552531936094e-10 	 3 	 9.177236153552186e-13 	 8.030081634358144e-11
5	1	0	0	1.0 	 3.2593940277464287e-10 	 3.1131636421319775e-10 	 5 	 2.269594640554969e-12 	 1.940503417674488e-10
5	2	0	0	1.0 	 6.623003256308419e-10 	 4.210576074410893e-10 	 5 	 3.4986074912714617e-12 	 2.9913094050371125e-10
5	3	0	0	1.0 	 8.331345212636332e-13 	 9.725546191405322e-13 	 5 	 6.958209187522779e-15 	 5.949268855331979e-13
5	4	0	0	1.0 	 6.704574840728346e-11 	 9.683226727212064e-11 	 5 	 7.14487728240935e-12 	 6.108870076459993e-10
5	5	0	0	1.0 	 6.284082631292799e-06 	 9.517134900729627e-06 	 5 	 7.010133385302153e-08 	 5.9936640444333e-06
5	6	0	0	1.0 	 2.211412665865031e-09 	 1.3502174063484657e-09 	 5 	 1.0288451783182317e-11 	 8.796626274620856e-10
5	7	0	0	1.0 	 4.745217537038104e-10 	 7.343904775565646e-10 	 5 	 8.658242617017684e-12 	 7.402797437550122e-10
5	8	0	0	1.0 	 5.5479904096716634e-12 	 5.6980150061846985e-12 	 5 	 2.48771114169882e-13 	 2.126993026152491e-11
