2	1	0	0	361 	 2 	 73.32233309745789 	 24.109946489334106
2	2	0	0	361 	 2 	 73.44289875030518 	 24.156259775161743
2	3	0	0	361 	 2 	 76.98406839370728 	 25.66996741294861
2	4	0	0	361 	 2 	 71.92718625068665 	 23.797648906707764
2	5	0	0	361 	 2 	 75.8248302936554 	 26.125507593154907
2	6	0	0	361 	 2 	 96.05276083946228 	 23.21082091331482
2	7	0	0	361 	 2 	 72.5730926990509 	 23.744927644729614
2	8	0	0	361 	 2 	 72.42594504356384 	 24.04918384552002
2	9	0	0	361 	 2 	 71.55885744094849 	 23.68730401992798
2	10	0	0	361 	 2 	 72.58419299125671 	 24.49470615386963
3	1	0	0	360 	 3 	 209.15677332878113 	 36.22197723388672
3	2	0	0	360 	 3 	 199.00394582748413 	 39.491358041763306
3	3	0	0	360 	 3 	 187.62462854385376 	 37.746010541915894
3	4	0	0	360 	 3 	 236.69106268882751 	 35.281322717666626
3	5	0	0	360 	 3 	 252.0741572380066 	 37.545937061309814
3	6	0	0	360 	 3 	 242.24642705917358 	 35.92586326599121
3	7	0	0	360 	 3 	 206.90581369400024 	 35.63848948478699
3	8	0	0	360 	 3 	 156.96969151496887 	 42.523563861846924
3	9	0	0	360 	 3 	 173.0998718738556 	 37.92859745025635
3	10	0	0	360 	 3 	 170.50109672546387 	 36.95401954650879
5	1	0	0	358 	 5 	 646.5844724178314 	 60.920961141586304
5	2	0	0	358 	 5 	 550.850120306015 	 65.06799697875977
5	3	0	0	358 	 5 	 621.3484511375427 	 62.368791580200195
5	4	0	0	358 	 5 	 665.9374239444733 	 61.38715124130249
5	5	0	0	358 	 5 	 663.5092031955719 	 60.25272583961487
5	6	0	0	358 	 5 	 502.9789526462555 	 65.06258916854858
5	7	0	0	358 	 5 	 692.4081118106842 	 59.773611307144165
5	8	0	0	358 	 5 	 495.374920129776 	 75.5372519493103
5	9	0	0	358 	 4 	 782.7447669506073 	 67.59177780151367
5	10	0	0	358 	 2 	 147.52862167358398 	 37.89334225654602
7	1	0	0	356 	 7 	 1246.0366687774658 	 96.32210683822632
7	2	0	0	356 	 7 	 1067.2839818000793 	 101.51395320892334
7	3	0	0	356 	 7 	 1298.1113529205322 	 97.16593933105469
7	4	0	0	356 	 7 	 1277.4513630867004 	 96.71362137794495
7	5	0	0	356 	 7 	 1452.1598834991455 	 89.01408863067627
7	6	0	0	356 	 7 	 1294.1127092838287 	 95.11788153648376
7	7	0	0	356 	 7 	 1241.9266896247864 	 96.01982545852661
7	8	0	0	356 	 4 	 1005.4087626934052 	 99.65118765830994
7	9	0	0	356 	 6 	 1251.18851852417 	 95.32749152183533
7	10	0	0	356 	 5 	 972.4827554225922 	 80.42725086212158
10	1	0	0	353 	 9 	 2775.9611868858337 	 147.44085335731506
10	3	0	0	353 	 10 	 2344.714839696884 	 152.0737431049347
