4	3	1	uniform	0.0 	 0.012033733476557314 	 0.10311396229030809 	 2 	 0.002172569349085939 	 1.0
4	3	1	exp	0.0 	 0.01178731271396731 	 0.10107118212070944 	 2 	 0.0019796178291997505 	 1.0
4	3	3	uniform	0.2 	 0.017740494884972733 	 0.14465949090828842 	 3 	 0.0012608194837650283 	 0.6793123991114489
4	3	3	exp	0.25 	 0.004566308105917056 	 0.10144387421042234 	 2 	 0.002372286426217633 	 0.5656948399551356
4	3	4	uniform	0.0 	 0.009398926407088917 	 0.15513734855595843 	 2 	 0.0034562231988064223 	 1.0
4	3	4	exp	0.0 	 0.009391106927657197 	 0.15610058261172102 	 2 	 0.0026497573382482462 	 1.0
4	3	5	uniform	0.25 	 0.010874117501466567 	 0.1368033455428316 	 2 	 0.004000463505340779 	 0.5151266545483815
4	3	5	exp	0.25 	 0.010920559233394448 	 0.12677950892901815 	 2 	 0.004673194262986486 	 0.4661232548530687
4	5	1	uniform	0.16666666666666666 	 0.011271795023092179 	 0.13214784320831355 	 2 	 0.005230954245613262 	 0.778450319840577
4	5	1	exp	0.16666666666666666 	 0.011199246884343976 	 0.13114281105763081 	 2 	 0.00473634427119099 	 0.7886866205055982
4	5	3	uniform	0.125 	 0.031067750466864687 	 0.17632051682162767 	 4 	 0.002381403348491808 	 0.7921261774269535
4	5	3	exp	0.125 	 0.031355033686521594 	 0.18108130838705025 	 4 	 0.0011000113969047286 	 0.78447635616878
4	5	4	uniform	0.0 	 0.026543114993122643 	 0.18404045633495672 	 2 	 0.0071796071170351534 	 1.0
4	5	4	exp	0.0 	 0.02410763690175348 	 0.16750093020239906 	 2 	 0.004188750416589972 	 1.0
4	5	5	uniform	0.0 	 0.016513888741630782 	 0.10995524571097824 	 2 	 0.005005420704800343 	 1.0
4	5	5	exp	0.16666666666666666 	 0.014929324472303841 	 0.077914868130173 	 2 	 0.0030764182296864374 	 0.5604662493747252
4	10	1	uniform	0.08333333333333333 	 0.02476445146071968 	 0.33592868920171237 	 3 	 0.006639090921829766 	 0.8403390994819684
4	10	1	exp	0.08333333333333333 	 0.025146193150844282 	 0.33961476289544995 	 3 	 0.005200421443446143 	 0.8391336030968435
4	10	2	uniform	0.18181818181818182 	 0.035137364860431064 	 0.19937095392106344 	 3 	 0.02047025275310345 	 0.8508968958582617
4	10	2	exp	0.125 	 0.23002516208634058 	 0.2616967750812366 	 8 	 0.01010316825520176 	 0.8680943342854626
