4	3	1	uniform	0.34830067864325603 	 0.5240782585200026 	 33 	 0.3030302848484848 	 0.7497126750861975
4	3	1	exp	0.34830067864325603 	 0.5213670120449414 	 33 	 0.30303030606060605 	 0.7505216875260843
4	3	2	uniform	0.42980627446992403 	 0.55260700158855 	 37 	 0.3063063117117118 	 0.8143336300636695
4	3	2	exp	0.4400959305774477 	 0.5533851514733901 	 38 	 0.3072029056219375 	 0.8282167008556423
4	3	3	uniform	0.13251654577580177 	 0.3180788332492832 	 11 	 0.2576608435845409 	 0.2610653933283719
4	3	3	exp	0.11679341344675788 	 0.28878138525440494 	 10 	 0.2514452759008167 	 0.22789362423209805
4	3	4	uniform	0.30976103740756833 	 0.441565259528233 	 29 	 0.29885055747126443 	 0.6873148781712803
4	3	4	exp	0.29154999456285324 	 0.43911115719526955 	 27 	 0.2962962962962963 	 0.6642941
4	3	5	uniform	0.5017479927457873 	 0.5351504025519532 	 47 	 0.312056735460993 	 0.8447695077615246
4	3	5	exp	0.4874030430229288 	 0.5267405247269192 	 45 	 0.31111110888888893 	 0.8755898062205097
4	5	1	uniform	0.37057157788553846 	 0.4673989089811211 	 34 	 0.17058824411764706 	 0.5489180323377049
4	5	1	exp	0.37057157788553846 	 0.46268908079608184 	 34 	 0.1705882352941176 	 0.5281775
4	5	2	uniform	0.6234979579002595 	 0.5859310474046303 	 52 	 0.1808760463333896 	 0.8738635758430376
4	5	2	exp	0.6234979579002595 	 0.5859530372531792 	 52 	 0.18209904028278553 	 0.8777978770093775
4	5	3	uniform	0.34850669448670973 	 0.4409018006215074 	 29 	 0.16551722413793105 	 0.44717513820621546
4	5	3	exp	0.3805130302473648 	 0.4745397658166086 	 32 	 0.168750003125 	 0.49803627490181374
4	5	4	uniform	0.3569479143334653 	 0.5279553487593284 	 33 	 0.16969698484848486 	 0.6218979054744764
4	5	4	exp	0.342273298988611 	 0.5062805220676015 	 30 	 0.1666666733333333 	 0.5785413578541357
4	5	5	uniform	0.6625504850403705 	 0.6789845456793325 	 56 	 0.18214286071428576 	 0.8364808836480884
4	5	5	exp	0.7304700999403078 	 0.7053436056850747 	 62 	 0.1838709709677419 	 0.8747034874703488
4	10	1	uniform	0.39545249421112183 	 0.4844561666895597 	 33 	 0.07534231082479786 	 0.5084392499821604
4	10	1	exp	0.39363260414431855 	 0.47830095539250617 	 33 	 0.0719888101635013 	 0.45055364875877696
4	10	2	uniform	0.4836783578536354 	 0.4698717683383913 	 43 	 0.07814206672137493 	 0.609359764310293
4	10	2	exp	0.504935005726408 	 0.47569960085161567 	 44 	 0.07903546773822223 	 0.627062856925397
4	10	3	uniform	0.25752741901257076 	 0.4037106407544971 	 23 	 0.0623640438262253 	 0.30778093436987985
4	10	3	exp	0.31718451585287755 	 0.4606637590633725 	 28 	 0.06647671907626732 	 0.34414242849553656
4	10	4	uniform	0.3600294192934321 	 0.49212023277142625 	 32 	 0.07145656355376898 	 0.47121389276884484
4	10	4	exp	0.44380229946389094 	 0.5052781224782964 	 40 	 0.07617272344846202 	 0.6295956188320346
4	10	5	uniform	0.6075548922215085 	 0.5170103439075169 	 51 	 0.08039214901960785 	 0.6364029727194055
4	10	5	exp	0.6931114885817184 	 0.5606931534675083 	 57 	 0.0824561403508772 	 0.6965043
7	3	1	uniform	0.5388815128633309 	 0.4061008224806819 	 28 	 0.2976190476190476 	 0.3880036
7	3	1	exp	0.5388815128633309 	 0.4104730790564058 	 28 	 0.2976190404761905 	 0.39581986041801404
7	3	2	uniform	0.6293390103523959 	 0.4670810133500359 	 33 	 0.30303030909090917 	 0.7792910265594094
7	3	2	exp	0.6293390103523959 	 0.4699991722279198 	 33 	 0.30303031212121223 	 0.7942026528077103
7	3	3	uniform	0.4991744478235299 	 0.28527107578405086 	 25 	 0.2974943298438646 	 0.4462918010108217
7	3	3	exp	0.5005708103620163 	 0.24906413430513866 	 25 	 0.29499595836032666 	 0.38929887123224755
7	3	4	uniform	0.5379312737100024 	 0.3865350407035269 	 28 	 0.29761904404761913 	 0.5303081234845938
7	3	4	exp	0.5379312737100024 	 0.3689977867251025 	 28 	 0.2976190404761905 	 0.4685168531483146
7	3	5	uniform	0.8349889748716944 	 0.6165023888796196 	 42 	 0.30952381666666673 	 0.772772565915885
7	3	5	exp	0.7886641781224223 	 0.6005902632678183 	 40 	 0.30833334833333337 	 0.7614864284459286
7	5	1	uniform	0.8405661030014921 	 0.5318535691655506 	 41 	 0.17560975853658536 	 0.6474084823704241
7	5	1	exp	0.8228094969840122 	 0.5402935990292542 	 40 	 0.17499999 	 0.6559722688055462
7	5	2	uniform	0.8176309086699082 	 0.5386420916305322 	 40 	 0.1752503358073488 	 0.7242080908085862
7	5	2	exp	0.8176309086699082 	 0.539519719915424 	 40 	 0.1763901333597086 	 0.7292216708992715
7	5	3	uniform	0.6259699026452626 	 0.3866300897394828 	 32 	 0.1689886573398166 	 0.48890816854624924
7	5	3	exp	0.6340207020556267 	 0.3933567928628525 	 32 	 0.16874997499999997 	 0.48919550432179826
7	5	4	uniform	0.7872704921020457 	 0.4749538538371914 	 39 	 0.17435897948717946 	 0.6144995614499562
7	5	4	exp	0.718165461070225 	 0.4270699826304367 	 36 	 0.17222222777777774 	 0.5308561530856153
7	5	5	uniform	0.817566261687849 	 0.5628301923034553 	 40 	 0.17499999250000003 	 0.7036784444482334
7	5	5	exp	0.7874327719611597 	 0.5485043969234517 	 39 	 0.1743589769230769 	 0.7144119278577441
7	10	1	uniform	0.6883864081644588 	 0.4023163676877348 	 32 	 0.07091091559156502 	 0.4548046937747799
7	10	1	exp	0.6647147410591573 	 0.4055083691378592 	 31 	 0.06968547421042212 	 0.4574240752005305
7	10	2	uniform	0.7956148510572848 	 0.5122799931058957 	 36 	 0.07364716734152997 	 0.5716456033743165
7	10	2	exp	0.7956148510572848 	 0.5165870466267393 	 36 	 0.07398426607155556 	 0.5765369636911113
7	10	3	uniform	0.6301529713788643 	 0.4045329557868503 	 30 	 0.06750737621852637 	 0.422942990908453
7	10	3	exp	0.6301529713788643 	 0.4168058716560523 	 30 	 0.06777876338799307 	 0.4227484454741803
7	10	4	uniform	0.7567711368415723 	 0.44679123193590714 	 35 	 0.07368508349612171 	 0.5012318791368299
7	10	4	exp	0.7897445734989127 	 0.41067202186817 	 36 	 0.0728866221244226 	 0.45048195526362017
7	10	5	uniform	0.7394931315975697 	 0.40912119355981313 	 34 	 0.07197269569102027 	 0.4867941537282214
7	10	5	exp	0.7520007003363077 	 0.41104006287683775 	 35 	 0.07142855714285715 	 0.4871359876299298
