G000735455	G000262305	0.206387	6.68821e-245	66/10000
G001297765	G000262305	0.204974	6.91616e-254	68/10000
G001571285	G000262305	0.210114	6.34333e-224	61/10000
G000735365	G000262305	0.206387	1.0905e-244	66/10000
G000215745	G000262305	0.197886	1.15662e-297	79/10000
G000240185	G000262305	0.203604	2.6126e-259	70/10000
G000247895	G000262305	0.203604	2.95443e-259	70/10000
G001022195	G000262305	0.207842	4.14699e-232	64/10000
G000195995	G000262305	0.197886	4.30671e-298	79/10000
G000648515	G000262305	0.206387	1.3484e-243	66/10000
G001558935	G000262305	0.207109	3.44721e-240	65/10000
G001187865	G000262305	0.209345	3.61107e-230	62/10000
G000302695	G000262305	0.206387	1.4309e-245	66/10000
G000705335	G000248015	0.236445	1.08156e-119	35/10000
G000757825	G000248015	0.205675	9.26492e-248	67/10000
G001654915	G000248015	0.215885	1.71697e-194	54/10000
G000262305	G000248015	0.204284	2.2805e-258	69/10000
G000248015	G000248015	0	0	10000/10000
G000463155	G000248015	0.176252	0	125/10000
G000982825	G000248015	0.168002	0	149/10000
G000621185	G000248015	0.188686	0	96/10000
G000759795	G000248015	0.193331	0	87/10000
G000300455	G000248015	0.194429	1.4822e-322	85/10000
G001022135	G000248015	0.182699	0	109/10000
G000016325	G000248015	0.190693	0	92/10000
G000735515	G000248015	0.182269	0	110/10000
G000025565	G000248015	0.175878	0	126/10000
G000694955	G000248015	0.169279	0	145/10000
G000164865	G000248015	0.191731	0	90/10000
G000757785	G000248015	0.200976	6.88771e-275	74/10000
G000735455	G000248015	0.197292	9.74713e-302	80/10000
G001297765	G000248015	0.186761	0	100/10000
G001571285	G000248015	0.187713	0	98/10000
G000735365	G000248015	0.190183	0	93/10000
G000215745	G000248015	0.197292	2.32536e-300	80/10000
G000240185	G000248015	0.192258	0	89/10000
G000247895	G000248015	0.187235	0	99/10000
G001022195	G000248015	0.192258	0	89/10000
G000195995	G000248015	0.193331	0	87/10000
G000648515	G000248015	0.185827	0	102/10000
G001558935	G000248015	0.177782	0	121/10000
G001187865	G000248015	0.200342	5.19394e-283	75/10000
G000302695	G000248015	0.213325	1.07499e-207	57/10000
G000705335	G000463155	0.222464	7.71437e-167	47/10000
G000757825	G000463155	0.184014	0	106/10000
G001654915	G000463155	0.206387	5.36494e-244	66/10000
G000262305	G000463155	0.200342	2.41192e-284	75/10000
G000248015	G000463155	0.176252	0	125/10000
G000463155	G000463155	0	0	10000/10000
G000982825	G000463155	0.159146	0	180/10000
G000621185	G000463155	0.176252	0	125/10000
G000759795	G000463155	0.167688	0	150/10000
G000300455	G000463155	0.190693	0	92/10000
G001022135	G000463155	0.183134	0	108/10000
G000016325	G000463155	0.191731	0	90/10000
G000735515	G000463155	0.172635	0	135/10000
G000025565	G000463155	0.178173	0	120/10000
G000694955	G000463155	0.172635	0	135/10000
G000164865	G000463155	0.177011	0	123/10000
G000757785	G000463155	0.178567	0	119/10000
G000735455	G000463155	0.188197	0	97/10000
G001297765	G000463155	0.180176	0	115/10000
G001571285	G000463155	0.178567	0	119/10000
G000735365	G000463155	0.182269	0	110/10000
G000215745	G000463155	0.18918	0	95/10000
G000240185	G000463155	0.182269	0	110/10000
G000247895	G000463155	0.179364	0	117/10000
G001022195	G000463155	0.184912	0	104/10000
G000195995	G000463155	0.196126	2.59615e-310	82/10000
G000648515	G000463155	0.181843	0	111/10000
G001558935	G000463155	0.175137	0	128/10000
G001187865	G000463155	0.198488	1.38997e-296	78/10000
G000302695	G000463155	0.189679	0	94/10000
G000705335	G000982825	0.222464	9.11045e-166	47/10000
G000757825	G000982825	0.190183	0	93/10000
G001654915	G000982825	0.207842	2.24747e-234	64/10000
G000262305	G000982825	0.187713	0	98/10000
G000248015	G000982825	0.168002	0	149/10000
G000463155	G000982825	0.159146	0	180/10000
G000982825	G000982825	0	0	10000/10000
G000621185	G000982825	0.157362	0	187/10000
G000759795	G000982825	0.183134	0	108/10000
G000300455	G000982825	0.179768	0	116/10000
G001022135	G000982825	0.177395	0	122/10000
G000016325	G000982825	0.184912	0	104/10000
G000735515	G000982825	0.171263	0	139/10000
G000025565	G000982825	0.166453	0	154/10000
G000694955	G000982825	0.160465	0	175/10000
G000164865	G000982825	0.179364	0	117/10000
G000757785	G000982825	0.193877	4.94066e-324	86/10000
G000735455	G000982825	0.188197	0	97/10000
G001297765	G000982825	0.183134	0	108/10000
G001571285	G000982825	0.182699	0	109/10000
G000735365	G000982825	0.171602	0	138/10000
G000215745	G000982825	0.194429	1.54939e-320	85/10000
G000240185	G000982825	0.184461	0	105/10000
G000247895	G000982825	0.16615	0	155/10000
G001022195	G000982825	0.173691	0	132/10000
G000195995	G000982825	0.191731	0	90/10000
G000648515	G000982825	0.179768	0	116/10000
G001558935	G000982825	0.178567	0	119/10000
G001187865	G000982825	0.205675	3.28377e-249	67/10000
G000302695	G000982825	0.193877	0	86/10000
G000705335	G000621185	0.220489	1.53383e-173	49/10000
G000757825	G000621185	0.193877	0	86/10000
G001654915	G000621185	0.212502	5.64313e-210	58/10000
G000262305	G000621185	0.199716	6.90464e-287	76/10000
G000248015	G000621185	0.188686	0	96/10000
G000463155	G000621185	0.176252	0	125/10000
G000982825	G000621185	0.157362	0	187/10000
G000621185	G000621185	0	0	10000/10000
G000759795	G000621185	0.182269	0	110/10000
G000300455	G000621185	0.18918	0	95/10000
G001022135	G000621185	0.202933	3.52186e-260	71/10000
G000016325	G000621185	0.197292	1.41917e-301	80/10000
G000735515	G000621185	0.193331	0	87/10000
G000025565	G000621185	0.190183	0	93/10000
G000694955	G000621185	0.184014	0	106/10000
G000164865	G000621185	0.183134	0	108/10000
G000757785	G000621185	0.202933	8.80212e-262	71/10000
G000735455	G000621185	0.187713	0	98/10000
G001297765	G000621185	0.196126	3.08379e-310	82/10000
G001571285	G000621185	0.197886	4.08103e-296	79/10000
G000735365	G000621185	0.202271	1.80042e-267	72/10000
G000215745	G000621185	0.188686	0	96/10000
G000240185	G000621185	0.186292	0	101/10000
G000247895	G000621185	0.190693	0	92/10000
G001022195	G000621185	0.197292	8.2788e-295	80/10000
G000195995	G000621185	0.200342	3.03914e-279	75/10000
G000648515	G000621185	0.200976	2.00125e-274	74/10000
G001558935	G000621185	0.202271	5.17215e-267	72/10000
G001187865	G000621185	0.204974	3.1774e-253	68/10000
G000302695	G000621185	0.207842	1.39528e-235	64/10000
G000705335	G000759795	0.22668	8.62815e-151	43/10000
G000757825	G000759795	0.190183	0	93/10000
G001654915	G000759795	0.216771	7.94876e-191	53/10000
G000262305	G000759795	0.201619	1.88851e-275	73/10000
G000248015	G000759795	0.193331	0	87/10000
G000463155	G000759795	0.167688	0	150/10000
G000982825	G000759795	0.183134	0	108/10000
G000621185	G000759795	0.182269	0	110/10000
G000759795	G000759795	0	0	10000/10000
G000300455	G000759795	0.177395	0	122/10000
G001022135	G000759795	0.190693	0	92/10000
G000016325	G000759795	0.184461	0	105/10000
G000735515	G000759795	0.169931	0	143/10000
G000025565	G000759795	0.174408	0	130/10000
G000694955	G000759795	0.169279	0	145/10000
G000164865	G000759795	0.168956	0	146/10000
G000757785	G000759795	0.179364	0	117/10000
G000735455	G000759795	0.181421	0	112/10000
G001297765	G000759795	0.181421	0	112/10000
G001571285	G000759795	0.182269	0	110/10000
G000735365	G000759795	0.177782	0	121/10000
G000215745	G000759795	0.182699	0	109/10000
G000240185	G000759795	0.175878	0	126/10000
G000247895	G000759795	0.177395	0	122/10000
G001022195	G000759795	0.179364	0	117/10000
G000195995	G000759795	0.191731	0	90/10000
G000648515	G000759795	0.181002	0	113/10000
G001558935	G000759795	0.186761	0	100/10000
G001187865	G000759795	0.191731	0	90/10000
G000302695	G000759795	0.207842	1.35258e-236	64/10000
G000705335	G000300455	0.224525	2.02374e-157	45/10000
G000757825	G000300455	0.199716	1.63743e-283	76/10000
G001654915	G000300455	0.214163	2.02289e-201	56/10000
G000262305	G000300455	0.201619	9.6304e-274	73/10000
G000248015	G000300455	0.194429	1.4822e-322	85/10000
G000463155	G000300455	0.190693	0	92/10000
G000982825	G000300455	0.179768	0	116/10000
G000621185	G000300455	0.18918	0	95/10000
G000759795	G000300455	0.177395	0	122/10000
G000300455	G000300455	0	0	10000/10000
G001022135	G000300455	0.169931	0	143/10000
G000016325	G000300455	0.171944	0	137/10000
G000735515	G000300455	0.177011	0	123/10000
G000025565	G000300455	0.178567	0	119/10000
G000694955	G000300455	0.179768	0	116/10000
G000164865	G000300455	0.181421	0	112/10000
G000757785	G000300455	0.197292	4.01075e-298	80/10000
G000735455	G000300455	0.183572	0	107/10000
G001297765	G000300455	0.175506	0	127/10000
G001571285	G000300455	0.190183	0	93/10000
G000735365	G000300455	0.187235	0	99/10000
G000215745	G000300455	0.186292	0	101/10000
G000240185	G000300455	0.181002	0	113/10000
G000247895	G000300455	0.184912	0	104/10000
G001022195	G000300455	0.189679	0	94/10000
G000195995	G000300455	0.187713	0	98/10000
G000648515	G000300455	0.188197	0	97/10000
G001558935	G000300455	0.183134	0	108/10000
G001187865	G000300455	0.201619	2.39408e-273	73/10000
G000302695	G000300455	0.212502	1.15214e-210	58/10000
G000705335	G001022135	0.215885	3.49968e-190	54/10000
G000757825	G001022135	0.202271	1.28344e-263	72/10000
G001654915	G001022135	0.213325	1.07546e-202	57/10000
G000262305	G001022135	0.202933	2.18905e-262	71/10000
G000248015	G001022135	0.182699	0	109/10000
G000463155	G001022135	0.183134	0	108/10000
G000982825	G001022135	0.177395	0	122/10000
G000621185	G001022135	0.202933	3.52186e-260	71/10000
G000759795	G001022135	0.190693	0	92/10000
G000300455	G001022135	0.169931	0	143/10000
G001022135	G001022135	0	0	10000/10000
G000016325	G001022135	0.186292	0	101/10000
G000735515	G001022135	0.174771	0	129/10000
G000025565	G001022135	0.160733	0	174/10000
G000694955	G001022135	0.134314	0	307/10000
G000164865	G001022135	0.180587	0	114/10000
G000757785	G001022135	0.200342	9.2119e-274	75/10000
G000735455	G001022135	0.187235	0	99/10000
G001297765	G001022135	0.186761	0	100/10000
G001571285	G001022135	0.171263	0	139/10000
G000735365	G001022135	0.174408	0	130/10000
G000215745	G001022135	0.187235	0	99/10000
G000240185	G001022135	0.180176	0	115/10000
G000247895	G001022135	0.167376	0	151/10000
G001022195	G001022135	0.146706	0	235/10000
G000195995	G001022135	0.177011	0	123/10000
G000648515	G001022135	0.168002	0	149/10000
G001558935	G001022135	0.174048	0	131/10000
G001187865	G001022135	0.200342	2.08378e-278	75/10000
G000302695	G001022135	0.215016	4.36102e-196	55/10000
G000705335	G000016325	0.228939	2.30946e-142	41/10000
G000757825	G000016325	0.193877	0	86/10000
G001654915	G000016325	0.202933	5.61896e-263	71/10000
G000262305	G000016325	0.210897	9.22113e-221	60/10000
G000248015	G000016325	0.190693	0	92/10000
G000463155	G000016325	0.191731	0	90/10000
G000982825	G000016325	0.184912	0	104/10000
G000621185	G000016325	0.197292	1.41917e-301	80/10000
G000759795	G000016325	0.184461	0	105/10000
G000300455	G000016325	0.171944	0	137/10000
G001022135	G000016325	0.186292	0	101/10000
G000016325	G000016325	0	0	10000/10000
G000735515	G000016325	0.154692	0	198/10000
G000025565	G000016325	0.144959	0	244/10000
G000694955	G000016325	0.143644	0	251/10000
G000164865	G000016325	0.17663	0	124/10000
G000757785	G000016325	0.197292	5.35894e-299	80/10000
G000735455	G000016325	0.17663	0	124/10000
G001297765	G000016325	0.181843	0	111/10000
G001571285	G000016325	0.174048	0	131/10000
G000735365	G000016325	0.181843	0	111/10000
G000215745	G000016325	0.188197	0	97/10000
G000240185	G000016325	0.191209	0	91/10000
G000247895	G000016325	0.180176	0	115/10000
G001022195	G000016325	0.187713	0	98/10000
G000195995	G000016325	0.185367	0	103/10000
G000648515	G000016325	0.174771	0	129/10000
G001558935	G000016325	0.183572	0	107/10000
G001187865	G000016325	0.192791	0	88/10000
G000302695	G000016325	0.219531	4.00976e-179	50/10000
G000705335	G000735515	0.224525	3.08525e-157	45/10000
G000757825	G000735515	0.188686	0	96/10000
G001654915	G000735515	0.209345	2.59997e-225	62/10000
G000262305	G000735515	0.204284	6.66658e-257	69/10000
G000248015	G000735515	0.182269	0	110/10000
G000463155	G000735515	0.172635	0	135/10000
G000982825	G000735515	0.171263	0	139/10000
G000621185	G000735515	0.193331	0	87/10000
G000759795	G000735515	0.169931	0	143/10000
G000300455	G000735515	0.177011	0	123/10000
G001022135	G000735515	0.174771	0	129/10000
G000016325	G000735515	0.154692	0	198/10000
G000735515	G000735515	0	0	10000/10000
G000025565	G000735515	0.14383	0	250/10000
G000694955	G000735515	0.139071	0	277/10000
G000164865	G000735515	0.175878	0	126/10000
G000757785	G000735515	0.171263	0	139/10000
G000735455	G000735515	0.176252	0	125/10000
G001297765	G000735515	0.182699	0	109/10000
G001571285	G000735515	0.169604	0	144/10000
G000735365	G000735515	0.156373	0	191/10000
G000215745	G000735515	0.177782	0	121/10000
G000240185	G000735515	0.177011	0	123/10000
G000247895	G000735515	0.168636	0	147/10000
G001022195	G000735515	0.176252	0	125/10000
G000195995	G000735515	0.186761	0	100/10000
G000648515	G000735515	0.176252	0	125/10000
G001558935	G000735515	0.174771	0	129/10000
G001187865	G000735515	0.197886	4.26532e-298	79/10000
G000302695	G000735515	0.217673	2.18493e-186	52/10000
G000705335	G000025565	0.218593	1.82042e-179	51/10000
G000757825	G000025565	0.191209	0	91/10000
G001654915	G000025565	0.207109	7.12278e-236	65/10000
G000262305	G000025565	0.208588	7.69387e-231	63/10000
G000248015	G000025565	0.175878	0	126/10000
G000463155	G000025565	0.178173	0	120/10000
G000982825	G000025565	0.166453	0	154/10000
G000621185	G000025565	0.190183	0	93/10000
G000759795	G000025565	0.174408	0	130/10000
G000300455	G000025565	0.178567	0	119/10000
G001022135	G000025565	0.160733	0	174/10000
G000016325	G000025565	0.144959	0	244/10000
G000735515	G000025565	0.14383	0	250/10000
G000025565	G000025565	0	0	10000/10000
G000694955	G000025565	0.109674	0	526/10000
G000164865	G000025565	0.168002	0	149/10000
G000757785	G000025565	0.18918	0	95/10000
G000735455	G000025565	0.174408	0	130/10000
G001297765	G000025565	0.173691	0	132/10000
G001571285	G000025565	0.166759	0	153/10000
G000735365	G000025565	0.168318	0	148/10000
G000215745	G000025565	0.173691	0	132/10000
G000240185	G000025565	0.174408	0	130/10000
G000247895	G000025565	0.160733	0	174/10000
G001022195	G000025565	0.167067	0	152/10000
G000195995	G000025565	0.182269	0	110/10000
G000648515	G000025565	0.16615	0	155/10000
G001558935	G000025565	0.158887	0	181/10000
G001187865	G000025565	0.198488	3.53825e-292	78/10000
G000302695	G000025565	0.224525	1.18287e-157	45/10000
G000705335	G000694955	0.221466	2.39226e-169	48/10000
G000757825	G000694955	0.187713	0	98/10000
G001654915	G000694955	0.212502	1.13135e-209	58/10000
G000262305	G000694955	0.203604	1.517e-261	70/10000
G000248015	G000694955	0.169279	0	145/10000
G000463155	G000694955	0.172635	0	135/10000
G000982825	G000694955	0.160465	0	175/10000
G000621185	G000694955	0.184014	0	106/10000
G000759795	G000694955	0.169279	0	145/10000
G000300455	G000694955	0.179768	0	116/10000
G001022135	G000694955	0.134314	0	307/10000
G000016325	G000694955	0.143644	0	251/10000
G000735515	G000694955	0.139071	0	277/10000
G000025565	G000694955	0.109674	0	526/10000
G000694955	G000694955	0	0	10000/10000
G000164865	G000694955	0.167067	0	152/10000
G000757785	G000694955	0.184014	0	106/10000
G000735455	G000694955	0.175878	0	126/10000
G001297765	G000694955	0.171263	0	139/10000
G001571285	G000694955	0.160465	0	175/10000
G000735365	G000694955	0.17026	0	142/10000
G000215745	G000694955	0.178567	0	119/10000
G000240185	G000694955	0.175878	0	126/10000
G000247895	G000694955	0.169604	0	144/10000
G001022195	G000694955	0.14515	0	243/10000
G000195995	G000694955	0.169279	0	145/10000
G000648515	G000694955	0.154457	0	199/10000
G001558935	G000694955	0.165251	0	158/10000
G001187865	G000694955	0.190183	0	93/10000
G000302695	G000694955	0.207109	2.37492e-239	65/10000
G000705335	G000164865	0.217673	4.01639e-185	52/10000
G000757825	G000164865	0.182699	0	109/10000
G001654915	G000164865	0.214163	1.20418e-201	56/10000
G000262305	G000164865	0.191731	0	90/10000
G000248015	G000164865	0.191731	0	90/10000
G000463155	G000164865	0.177011	0	123/10000
G000982825	G000164865	0.179364	0	117/10000
G000621185	G000164865	0.183134	0	108/10000
G000759795	G000164865	0.168956	0	146/10000
G000300455	G000164865	0.181421	0	112/10000
G001022135	G000164865	0.180587	0	114/10000
G000016325	G000164865	0.17663	0	124/10000
G000735515	G000164865	0.175878	0	126/10000
G000025565	G000164865	0.168002	0	149/10000
G000694955	G000164865	0.167067	0	152/10000
G000164865	G000164865	0	0	10000/10000
G000757785	G000164865	0.167376	0	151/10000
G000735455	G000164865	0.162655	0	167/10000
G001297765	G000164865	0.161547	0	171/10000
G001571285	G000164865	0.178173	0	120/10000
G000735365	G000164865	0.168318	0	148/10000
G000215745	G000164865	0.168002	0	149/10000
G000240185	G000164865	0.166453	0	154/10000
G000247895	G000164865	0.168002	0	149/10000
G001022195	G000164865	0.168956	0	146/10000
G000195995	G000164865	0.177782	0	121/10000
G000648515	G000164865	0.172984	0	134/10000
G001558935	G000164865	0.171263	0	139/10000
G001187865	G000164865	0.197886	1.13213e-298	79/10000
G000302695	G000164865	0.203604	7.03624e-260	70/10000
G000705335	G000757785	0.233808	1.15624e-125	37/10000
G000757825	G000757785	0.197292	3.21419e-298	80/10000
G001654915	G000757785	0.235108	2.64283e-122	36/10000
G000262305	G000757785	0.200342	1.9573e-280	75/10000
G000248015	G000757785	0.200976	6.88771e-275	74/10000
G000463155	G000757785	0.178567	0	119/10000
G000982825	G000757785	0.193877	4.94066e-324	86/10000
G000621185	G000757785	0.202933	8.80212e-262	71/10000
G000759795	G000757785	0.179364	0	117/10000
G000300455	G000757785	0.197292	4.01075e-298	80/10000
G001022135	G000757785	0.200342	9.2119e-274	75/10000
G000016325	G000757785	0.197292	5.35894e-299	80/10000
G000735515	G000757785	0.171263	0	139/10000
G000025565	G000757785	0.18918	0	95/10000
G000694955	G000757785	0.184014	0	106/10000
G000164865	G000757785	0.167376	0	151/10000
G000757785	G000757785	0	0	10000/10000
G000735455	G000757785	0.185367	0	103/10000
G001297765	G000757785	0.193331	0	87/10000
G001571285	G000757785	0.18918	0	95/10000
G000735365	G000757785	0.172635	0	135/10000
G000215745	G000757785	0.183572	0	107/10000
G000240185	G000757785	0.174408	0	130/10000
G000247895	G000757785	0.187235	0	99/10000
G001022195	G000757785	0.181421	0	112/10000
G000195995	G000757785	0.208588	6.07979e-228	63/10000
G000648515	G000757785	0.194988	5.33401e-313	84/10000
G001558935	G000757785	0.197292	1.84481e-297	80/10000
G001187865	G000757785	0.200976	7.25964e-276	74/10000
G000302695	G000757785	0.204284	6.73601e-254	69/10000
G000705335	G000735455	0.22668	9.52744e-150	43/10000
G000757825	G000735455	0.179364	0	117/10000
G001654915	G000735455	0.213325	1.49896e-205	57/10000
G000262305	G000735455	0.206387	6.68821e-245	66/10000
G000248015	G000735455	0.197292	9.74713e-302	80/10000
G000463155	G000735455	0.188197	0	97/10000
G000982825	G000735455	0.188197	0	97/10000
G000621185	G000735455	0.187713	0	98/10000
G000759795	G000735455	0.181421	0	112/10000
G000300455	G000735455	0.183572	0	107/10000
G001022135	G000735455	0.187235	0	99/10000
G000016325	G000735455	0.17663	0	124/10000
G000735515	G000735455	0.176252	0	125/10000
G000025565	G000735455	0.174408	0	130/10000
G000694955	G000735455	0.175878	0	126/10000
G000164865	G000735455	0.162655	0	167/10000
G000757785	G000735455	0.185367	0	103/10000
G000735455	G000735455	0	0	10000/10000
G001297765	G000735455	0.160733	0	174/10000
G001571285	G000735455	0.177782	0	121/10000
G000735365	G000735455	0.180587	0	114/10000
G000215745	G000735455	0.175506	0	127/10000
G000240185	G000735455	0.178964	0	118/10000
G000247895	G000735455	0.175506	0	127/10000
G001022195	G000735455	0.184461	0	105/10000
G000195995	G000735455	0.186761	0	100/10000
G000648515	G000735455	0.181843	0	111/10000
G001558935	G000735455	0.182269	0	110/10000
G001187865	G000735455	0.200342	8.05103e-282	75/10000
G000302695	G000735455	0.214163	1.00493e-202	56/10000
G000705335	G001297765	0.22559	3.60217e-154	44/10000
G000757825	G001297765	0.186292	0	101/10000
G001654915	G001297765	0.227796	7.71713e-147	42/10000
G000262305	G001297765	0.204974	6.91616e-254	68/10000
G000248015	G001297765	0.186761	0	100/10000
G000463155	G001297765	0.180176	0	115/10000
G000982825	G001297765	0.183134	0	108/10000
G000621185	G001297765	0.196126	3.08379e-310	82/10000
G000759795	G001297765	0.181421	0	112/10000
G000300455	G001297765	0.175506	0	127/10000
G001022135	G001297765	0.186761	0	100/10000
G000016325	G001297765	0.181843	0	111/10000
G000735515	G001297765	0.182699	0	109/10000
G000025565	G001297765	0.173691	0	132/10000
G000694955	G001297765	0.171263	0	139/10000
G000164865	G001297765	0.161547	0	171/10000
G000757785	G001297765	0.193331	0	87/10000
G000735455	G001297765	0.160733	0	174/10000
G001297765	G001297765	0	0	10000/10000
G001571285	G001297765	0.182269	0	110/10000
G000735365	G001297765	0.186292	0	101/10000
G000215745	G001297765	0.183134	0	108/10000
G000240185	G001297765	0.178173	0	120/10000
G000247895	G001297765	0.172635	0	135/10000
G001022195	G001297765	0.189679	0	94/10000
G000195995	G001297765	0.184014	0	106/10000
G000648515	G001297765	0.184014	0	106/10000
G001558935	G001297765	0.169931	0	143/10000
G001187865	G001297765	0.195553	2.93349e-316	83/10000
G000302695	G001297765	0.211692	1.67375e-215	59/10000
G000705335	G001571285	0.22559	3.02337e-153	44/10000
G000757825	G001571285	0.190693	0	92/10000
G001654915	G001571285	0.206387	2.24846e-241	66/10000
G000262305	G001571285	0.210114	6.34333e-224	61/10000
G000248015	G001571285	0.187713	0	98/10000
G000463155	G001571285	0.178567	0	119/10000
G000982825	G001571285	0.182699	0	109/10000
G000621185	G001571285	0.197886	4.08103e-296	79/10000
G000759795	G001571285	0.182269	0	110/10000
G000300455	G001571285	0.190183	0	93/10000
G001022135	G001571285	0.171263	0	139/10000
