G000172375	G000772295	0.287309
G000444565	G000772295	0.26803
G000444645	G000772295	0.283502
G000444685	G000772295	0.276697
G000688835	G000772295	0.26546
G000444705	G000772295	0.273629
G002015085	G000772295	0.26546
G000444605	G000772295	0.26546
G001938355	G000772295	0.26546
G001611775	G000772295	0.263022
G000754275	G000772295	0.263022
G000019405	G000772295	0.23782
G000827595	G000772295	0.242205
G000221945	G000772295	0.174048
G000969305	G000772295	0.191209
G000442905	G000772295	0.184461
G000348525	G000772295	0.184912
G000017245	G000772295	0.276697
G000262245	G000772295	0.273629
G900110905	G000772295	0.260703
G000007745	G000772295	0.258493
G001594265	G000772295	0.26803
G001262035	G000772295	0.273629
G001055885	G000772295	0.273629
G000261285	G000772295	0.279978
G001679325	G000772295	0.276697
G000259485	G000772295	0.276697
G000379905	G000772295	0.273629
G000027305	G000772295	0.273629
G001276545	G000772295	0.291447
G000968335	G000772295	0.291447
G001007605	G000772295	0.291447
G000772535	G000772295	0.287309
G000771775	G000771805	0.0251526
G000772395	G000771805	0.0244007
G000771955	G000771805	0.0248889
G000772295	G000771805	0.0237917
G000771805	G000771805	0
G001678465	G000771805	0.0246437
G000771785	G000771805	0.0232566
G000771795	G000771805	0.0223916
G000209675	G000771805	0.0248413
G000772365	G000771805	0.0240059
G000376645	G000771805	0.256381
G000238795	G000771805	0.258493
G000015885	G000771805	0.260703
G000007945	G000771805	0.270747
G000347595	G000771805	0.263022
G001652405	G000771805	0.263022
G000521765	G000771805	0.26803
G001038205	G000771805	0.273629
G000021885	G000771805	0.26546
G000444545	G000771805	0.263022
G000172375	G000771805	0.276697
G000444565	G000771805	0.258493
G000444645	G000771805	0.26546
G000444685	G000771805	0.270747
G000688835	G000771805	0.254359
G000444705	G000771805	0.254359
G002015085	G000771805	0.254359
G000444605	G000771805	0.254359
G001938355	G000771805	0.256381
G001611775	G000771805	0.25242
G000754275	G000771805	0.258493
G000019405	G000771805	0.254359
G000827595	G000771805	0.273629
G000221945	G000771805	0.211692
G000969305	G000771805	0.221466
G000442905	G000771805	0.221466
G000348525	G000771805	0.221466
G000017245	G000771805	0.26803
G000262245	G000771805	0.26803
G900110905	G000771805	0.263022
G000007745	G000771805	0.26546
G001594265	G000771805	0.258493
G001262035	G000771805	0.26546
G001055885	G000771805	0.26546
G000261285	G000771805	0.26546
G001679325	G000771805	0.260703
G000259485	G000771805	0.260703
G000379905	G000771805	0.276697
G000027305	G000771805	0.26546
G001276545	G000771805	0.279978
G000968335	G000771805	0.279978
G001007605	G000771805	0.283502
G000772535	G000771805	0.270747
G000771775	G001678465	0.0298605
G000772395	G001678465	0.0285971
G000771955	G001678465	0.0295652
G000772295	G001678465	0.0279465
G000771805	G001678465	0.0246437
G001678465	G001678465	0
G000771785	G001678465	0.0249765
G000771795	G001678465	0.0202665
G000209675	G001678465	0.0287254
G000772365	G001678465	0.0269821
G000376645	G001678465	0.260703
G000238795	G001678465	0.258493
G000015885	G001678465	0.26546
G000007945	G001678465	0.26546
G000347595	G001678465	0.258493
G001652405	G001678465	0.263022
G000521765	G001678465	0.26803
G001038205	G001678465	0.26546
G000021885	G001678465	0.256381
G000444545	G001678465	0.258493
G000172375	G001678465	0.279978
G000444565	G001678465	0.26803
G000444645	G001678465	0.270747
G000444685	G001678465	0.276697
G000688835	G001678465	0.263022
G000444705	G001678465	0.26803
G002015085	G001678465	0.258493
G000444605	G001678465	0.26803
G001938355	G001678465	0.260703
G001611775	G001678465	0.256381
G000754275	G001678465	0.258493
G000019405	G001678465	0.256381
G000827595	G001678465	0.26546
G000221945	G001678465	0.206387
G000969305	G001678465	0.224525
G000442905	G001678465	0.215016
G000348525	G001678465	0.215016
G000017245	G001678465	0.273629
G000262245	G001678465	0.276697
G900110905	G001678465	0.260703
G000007745	G001678465	0.260703
G001594265	G001678465	0.273629
G001262035	G001678465	0.26803
G001055885	G001678465	0.26546
G000261285	G001678465	0.26803
G001679325	G001678465	0.26803
G000259485	G001678465	0.26803
G000379905	G001678465	0.279978
G000027305	G001678465	0.270747
G001276545	G001678465	0.283502
G000968335	G001678465	0.279978
G001007605	G001678465	0.283502
G000772535	G001678465	0.279978
G000771775	G000771785	0.0294517
G000772395	G000771785	0.0278663
G000771955	G000771785	0.0285971
G000772295	G000771785	0.0271896
G000771805	G000771785	0.0232566
G001678465	G000771785	0.0249765
G000771785	G000771785	0
G000771795	G000771785	0.0172948
G000209675	G000771785	0.0291608
G000772365	G000771785	0.0263188
G000376645	G000771785	0.260703
G000238795	G000771785	0.263022
G000015885	G000771785	0.26803
G000007945	G000771785	0.270747
G000347595	G000771785	0.26803
G001652405	G000771785	0.26803
G000521765	G000771785	0.273629
G001038205	G000771785	0.260703
G000021885	G000771785	0.273629
G000444545	G000771785	0.273629
G000172375	G000771785	0.283502
G000444565	G000771785	0.270747
G000444645	G000771785	0.287309
G000444685	G000771785	0.283502
G000688835	G000771785	0.270747
G000444705	G000771785	0.276697
G002015085	G000771785	0.26546
G000444605	G000771785	0.273629
G001938355	G000771785	0.26546
G001611775	G000771785	0.263022
G000754275	G000771785	0.263022
G000019405	G000771785	0.254359
G000827595	G000771785	0.279978
G000221945	G000771785	0.243761
G000969305	G000771785	0.240698
G000442905	G000771785	0.233808
G000348525	G000771785	0.236445
G000017245	G000771785	0.279978
G000262245	G000771785	0.273629
G900110905	G000771785	0.263022
G000007745	G000771785	0.258493
G001594265	G000771785	0.26803
G001262035	G000771785	0.283502
G001055885	G000771785	0.263022
G000261285	G000771785	0.273629
G001679325	G000771785	0.26803
G000259485	G000771785	0.26803
G000379905	G000771785	0.287309
G000027305	G000771785	0.26803
G001276545	G000771785	0.279978
G000968335	G000771785	0.283502
G001007605	G000771785	0.283502
G000772535	G000771785	0.279978
G000771775	G000771795	0.0275478
G000772395	G000771795	0.0263524
G000771955	G000771795	0.0277331
G000772295	G000771795	0.0253299
G000771805	G000771795	0.0223916
G001678465	G000771795	0.0202665
G000771785	G000771795	0.0172948
G000771795	G000771795	0
G000209675	G000771795	0.0269219
G000772365	G000771795	0.0243851
G000376645	G000771795	0.260703
G000238795	G000771795	0.258493
G000015885	G000771795	0.258493
G000007945	G000771795	0.263022
G000347595	G000771795	0.263022
G001652405	G000771795	0.263022
G000521765	G000771795	0.26546
G001038205	G000771795	0.247037
G000021885	G000771795	0.263022
G000444545	G000771795	0.260703
G000172375	G000771795	0.276697
G000444565	G000771795	0.26546
G000444645	G000771795	0.270747
G000444685	G000771795	0.273629
G000688835	G000771795	0.260703
G000444705	G000771795	0.26803
G002015085	G000771795	0.256381
G000444605	G000771795	0.260703
G001938355	G000771795	0.256381
G001611775	G000771795	0.250557
G000754275	G000771795	0.258493
G000019405	G000771795	0.256381
G000827595	G000771795	0.270747
G000221945	G000771795	0.204284
G000969305	G000771795	0.221466
G000442905	G000771795	0.221466
G000348525	G000771795	0.222464
G000017245	G000771795	0.26803
G000262245	G000771795	0.26803
G900110905	G000771795	0.263022
G000007745	G000771795	0.260703
G001594265	G000771795	0.260703
G001262035	G000771795	0.263022
G001055885	G000771795	0.26803
G000261285	G000771795	0.26803
G001679325	G000771795	0.263022
G000259485	G000771795	0.263022
G000379905	G000771795	0.273629
G000027305	G000771795	0.263022
G001276545	G000771795	0.276697
G000968335	G000771795	0.273629
G001007605	G000771795	0.276697
G000772535	G000771795	0.273629
G000771775	G000209675	0.0245415
G000772395	G000209675	0.0233388
G000771955	G000209675	0.0228717
G000772295	G000209675	0.0243851
G000771805	G000209675	0.0248413
G001678465	G000209675	0.0287254
G000771785	G000209675	0.0291608
G000771795	G000209675	0.0269219
G000209675	G000209675	0
G000772365	G000209675	0.0251767
G000376645	G000209675	0.25242
G000238795	G000209675	0.232543
G000015885	G000209675	0.258493
G000007945	G000209675	0.26803
G000347595	G000209675	0.256381
G001652405	G000209675	0.26803
G000521765	G000209675	0.258493
G001038205	G000209675	0.242205
G000021885	G000209675	0.250557
G000444545	G000209675	0.254359
G000172375	G000209675	0.279978
G000444565	G000209675	0.254359
G000444645	G000209675	0.26803
G000444685	G000209675	0.270747
G000688835	G000209675	0.25242
G000444705	G000209675	0.26546
G002015085	G000209675	0.25242
G000444605	G000209675	0.256381
G001938355	G000209675	0.250557
G001611775	G000209675	0.247037
G000754275	G000209675	0.260703
G000019405	G000209675	0.239237
G000827595	G000209675	0.239237
G000221945	G000209675	0.181421
G000969305	G000209675	0.192258
G000442905	G000209675	0.187235
G000348525	G000209675	0.187235
G000017245	G000209675	0.273629
G000262245	G000209675	0.273629
G900110905	G000209675	0.270747
G000007745	G000209675	0.270747
G001594265	G000209675	0.273629
G001262035	G000209675	0.270747
G001055885	G000209675	0.260703
G000261285	G000209675	0.26546
G001679325	G000209675	0.260703
G000259485	G000209675	0.260703
G000379905	G000209675	0.279978
G000027305	G000209675	0.276697
G001276545	G000209675	0.283502
G000968335	G000209675	0.283502
G001007605	G000209675	0.287309
G000772535	G000209675	0.283502
G000771775	G000772365	0.0227764
G000772395	G000772365	0.0233537
G000771955	G000772365	0.0252411
G000772295	G000772365	0.0250404
G000771805	G000772365	0.0240059
G001678465	G000772365	0.0269821
G000771785	G000772365	0.0263188
G000771795	G000772365	0.0243851
G000209675	G000772365	0.0251767
G000772365	G000772365	0
G000376645	G000772365	0.256381
G000238795	G000772365	0.260703
G000015885	G000772365	0.26546
G000007945	G000772365	0.270747
G000347595	G000772365	0.25242
G001652405	G000772365	0.263022
G000521765	G000772365	0.25242
G001038205	G000772365	0.279978
G000021885	G000772365	0.260703
G000444545	G000772365	0.263022
G000172375	G000772365	0.276697
G000444565	G000772365	0.260703
G000444645	G000772365	0.270747
G000444685	G000772365	0.270747
G000688835	G000772365	0.260703
G000444705	G000772365	0.26546
G002015085	G000772365	0.258493
G000444605	G000772365	0.26546
G001938355	G000772365	0.260703
G001611775	G000772365	0.256381
G000754275	G000772365	0.258493
G000019405	G000772365	0.258493
G000827595	G000772365	0.279978
G000221945	G000772365	0.200342
G000969305	G000772365	0.193877
G000442905	G000772365	0.18918
G000348525	G000772365	0.18918
G000017245	G000772365	0.287309
G000262245	G000772365	0.273629
G900110905	G000772365	0.263022
G000007745	G000772365	0.263022
G001594265	G000772365	0.26803
G001262035	G000772365	0.26803
G001055885	G000772365	0.260703
G000261285	G000772365	0.273629
G001679325	G000772365	0.26803
G000259485	G000772365	0.26803
G000379905	G000772365	0.276697
G000027305	G000772365	0.26803
G001276545	G000772365	0.276697
G000968335	G000772365	0.276697
G001007605	G000772365	0.276697
G000772535	G000772365	0.273629
G000771775	G000376645	0.245371
G000772395	G000376645	0.260703
G000771955	G000376645	0.263022
G000772295	G000376645	0.256381
G000771805	G000376645	0.256381
G001678465	G000376645	0.260703
G000771785	G000376645	0.260703
G000771795	G000376645	0.260703
G000209675	G000376645	0.25242
G000772365	G000376645	0.256381
G000376645	G000376645	0
G000238795	G000376645	0.214163
G000015885	G000376645	0.204974
G000007945	G000376645	0.235108
G000347595	G000376645	0.173336
G001652405	G000376645	0.179768
G000521765	G000376645	0.14095
G001038205	G000376645	0.223483
G000021885	G000376645	0.214163
G000444545	G000376645	0.205675
G000172375	G000376645	0.220489
G000444565	G000376645	0.218593
G000444645	G000376645	0.22668
G000444685	G000376645	0.22559
G000688835	G000376645	0.213325
G000444705	G000376645	0.22668
G002015085	G000376645	0.216771
G000444605	G000376645	0.216771
G001938355	G000376645	0.213325
G001611775	G000376645	0.211692
G000754275	G000376645	0.221466
G000019405	G000376645	0.171602
G000827595	G000376645	0.287309
G000221945	G000376645	0.254359
G000969305	G000376645	0.243761
G000442905	G000376645	0.248764
G000348525	G000376645	0.248764
G000017245	G000376645	0.26803
G000262245	G000376645	0.25242
G900110905	G000376645	0.247037
G000007745	G000376645	0.235108
G001594265	G000376645	0.258493
G001262035	G000376645	0.254359
G001055885	G000376645	0.236445
G000261285	G000376645	0.231311
G001679325	G000376645	0.233808
G000259485	G000376645	0.233808
G000379905	G000376645	0.245371
G000027305	G000376645	0.25242
G001276545	G000376645	0.26546
G000968335	G000376645	0.256381
G001007605	G000376645	0.260703
G000772535	G000376645	0.283502
G000771775	G000238795	0.258493
G000772395	G000238795	0.227796
G000771955	G000238795	0.260703
G000772295	G000238795	0.231311
G000771805	G000238795	0.258493
G001678465	G000238795	0.258493
G000771785	G000238795	0.263022
G000771795	G000238795	0.258493
G000209675	G000238795	0.232543
G000772365	G000238795	0.260703
G000376645	G000238795	0.214163
G000238795	G000238795	0
G000015885	G000238795	0.217673
G000007945	G000238795	0.22668
G000347595	G000238795	0.23011
G001652405	G000238795	0.235108
G000521765	G000238795	0.231311
G001038205	G000238795	0.247037
G000021885	G000238795	0.224525
G000444545	G000238795	0.224525
G000172375	G000238795	0.22559
G000444565	G000238795	0.224525
G000444645	G000238795	0.223483
G000444685	G000238795	0.23011
G000688835	G000238795	0.219531
G000444705	G000238795	0.233808
G002015085	G000238795	0.222464
G000444605	G000238795	0.222464
G001938355	G000238795	0.221466
G001611775	G000238795	0.220489
G000754275	G000238795	0.243761
G000019405	G000238795	0.258493
G000827595	G000238795	0.236445
G000221945	G000238795	0.233808
G000969305	G000238795	0.25242
G000442905	G000238795	0.254359
G000348525	G000238795	0.254359
G000017245	G000238795	0.26546
G000262245	G000238795	0.222464
G900110905	G000238795	0.256381
G000007745	G000238795	0.254359
G001594265	G000238795	0.260703
G001262035	G000238795	0.245371
G001055885	G000238795	0.185827
G000261285	G000238795	0.184461
G001679325	G000238795	0.186761
G000259485	G000238795	0.186292
G000379905	G000238795	0.248764
G000027305	G000238795	0.210114
G001276545	G000238795	0.219531
G000968335	G000238795	0.205675
G001007605	G000238795	0.207109
G000772535	G000238795	0.287309
G000771775	G000015885	0.260703
G000772395	G000015885	0.258493
G000771955	G000015885	0.260703
G000772295	G000015885	0.263022
G000771805	G000015885	0.260703
G001678465	G000015885	0.26546
G000771785	G000015885	0.26803
G000771795	G000015885	0.258493
G000209675	G000015885	0.258493
G000772365	G000015885	0.26546
G000376645	G000015885	0.204974
G000238795	G000015885	0.217673
G000015885	G000015885	0
G000007945	G000015885	0.215885
G000347595	G000015885	0.219531
G001652405	G000015885	0.222464
G000521765	G000015885	0.223483
G001038205	G000015885	0.227796
G000021885	G000015885	0.207109
G000444545	G000015885	0.215016
G000172375	G000015885	0.212502
G000444565	G000015885	0.219531
G000444645	G000015885	0.215016
G000444685	G000015885	0.231311
G000688835	G000015885	0.209345
G000444705	G000015885	0.217673
G002015085	G000015885	0.211692
G000444605	G000015885	0.211692
G001938355	G000015885	0.212502
G001611775	G000015885	0.210114
G000754275	G000015885	0.245371
G000019405	G000015885	0.260703
G000827595	G000015885	0.26803
G000221945	G000015885	0.256381
G000969305	G000015885	0.250557
G000442905	G000015885	0.247037
G000348525	G000015885	0.247037
G000017245	G000015885	0.240698
G000262245	G000015885	0.260703
G900110905	G000015885	0.235108
G000007745	G000015885	0.236445
G001594265	G000015885	0.250557
G001262035	G000015885	0.248764
G001055885	G000015885	0.23782
G000261285	G000015885	0.242205
G001679325	G000015885	0.243761
G000259485	G000015885	0.243761
G000379905	G000015885	0.247037
G000027305	G000015885	0.233808
G001276545	G000015885	0.242205
G000968335	G000015885	0.23782
G001007605	G000015885	0.239237
G000772535	G000015885	0.276697
G000771775	G000007945	0.270747
G000772395	G000007945	0.273629
G000771955	G000007945	0.270747
G000772295	G000007945	0.276697
G000771805	G000007945	0.270747
G001678465	G000007945	0.26546
G000771785	G000007945	0.270747
G000771795	G000007945	0.263022
G000209675	G000007945	0.26803
G000772365	G000007945	0.270747
G000376645	G000007945	0.235108
G000238795	G000007945	0.22668
G000015885	G000007945	0.215885
G000007945	G000007945	0
G000347595	G000007945	0.23782
G001652405	G000007945	0.245371
G000521765	G000007945	0.243761
G001038205	G000007945	0.250557
G000021885	G000007945	0.236445
G000444545	G000007945	0.239237
G000172375	G000007945	0.242205
G000444565	G000007945	0.245371
G000444645	G000007945	0.239237
G000444685	G000007945	0.248764
G000688835	G000007945	0.233808
G000444705	G000007945	0.254359
G002015085	G000007945	0.235108
G000444605	G000007945	0.23782
G001938355	G000007945	0.233808
G001611775	G000007945	0.235108
G000754275	G000007945	0.248764
G000019405	G000007945	0.258493
G000827595	G000007945	0.270747
G000221945	G000007945	0.256381
G000969305	G000007945	0.256381
G000442905	G000007945	0.256381
G000348525	G000007945	0.256381
G000017245	G000007945	0.26546
G000262245	G000007945	0.248764
G900110905	G000007945	0.25242
G000007745	G000007945	0.258493
G001594265	G000007945	0.260703
G001262035	G000007945	0.260703
G001055885	G000007945	0.240698
G000261285	G000007945	0.243761
G001679325	G000007945	0.23782
G000259485	G000007945	0.23782
G000379905	G000007945	0.243761
G000027305	G000007945	0.247037
G001276545	G000007945	0.256381
G000968335	G000007945	0.245371
G001007605	G000007945	0.248764
G000772535	G000007945	0.291447
G000771775	G000347595	0.248764
G000772395	G000347595	0.273629
G000771955	G000347595	0.263022
G000772295	G000347595	0.273629
G000771805	G000347595	0.263022
G001678465	G000347595	0.258493
G000771785	G000347595	0.26803
G000771795	G000347595	0.263022
G000209675	G000347595	0.256381
G000772365	G000347595	0.25242
G000376645	G000347595	0.173336
G000238795	G000347595	0.23011
G000015885	G000347595	0.219531
G000007945	G000347595	0.23782
G000347595	G000347595	0
G001652405	G000347595	0.0177597
G000521765	G000347595	0.0162081
G001038205	G000347595	0.227796
G000021885	G000347595	0.210897
G000444545	G000347595	0.217673
G000172375	G000347595	0.215885
G000444565	G000347595	0.206387
G000444645	G000347595	0.222464
G000444685	G000347595	0.231311
G000688835	G000347595	0.207109
G000444705	G000347595	0.23011
G002015085	G000347595	0.212502
G000444605	G000347595	0.210114
G001938355	G000347595	0.213325
G001611775	G000347595	0.211692
G000754275	G000347595	0.26546
G000019405	G000347595	0.23782
G000827595	G000347595	0.26546
G000221945	G000347595	0.245371
G000969305	G000347595	0.247037
G000442905	G000347595	0.247037
G000348525	G000347595	0.247037
G000017245	G000347595	0.26546
G000262245	G000347595	0.25242
G900110905	G000347595	0.256381
G000007745	G000347595	0.258493
G001594265	G000347595	0.270747
G001262035	G000347595	0.25242
G001055885	G000347595	0.247037
G000261285	G000347595	0.236445
G001679325	G000347595	0.236445
G000259485	G000347595	0.236445
G000379905	G000347595	0.25242
G000027305	G000347595	0.239237
G001276545	G000347595	0.248764
G000968335	G000347595	0.23782
G001007605	G000347595	0.242205
G000772535	G000347595	0.279978
G000771775	G001652405	0.26546
G000772395	G001652405	0.26803
G000771955	G001652405	0.273629
G000772295	G001652405	0.276697
G000771805	G001652405	0.263022
G001678465	G001652405	0.263022
G000771785	G001652405	0.26803
G000771795	G001652405	0.263022
G000209675	G001652405	0.26803
G000772365	G001652405	0.263022
G000376645	G001652405	0.179768
G000238795	G001652405	0.235108
G000015885	G001652405	0.222464
G000007945	G001652405	0.245371
G000347595	G001652405	0.0177597
G001652405	G001652405	0
G000521765	G001652405	0.0166287
G001038205	G001652405	0.235108
G000021885	G001652405	0.213325
G000444545	G001652405	0.213325
G000172375	G001652405	0.215885
G000444565	G001652405	0.215016
G000444645	G001652405	0.221466
G000444685	G001652405	0.23011
G000688835	G001652405	0.208588
G000444705	G001652405	0.22559
G002015085	G001652405	0.210114
G000444605	G001652405	0.210897
G001938355	G001652405	0.210897
G001611775	G001652405	0.210897
G000754275	G001652405	0.256381
G000019405	G001652405	0.26803
G000827595	G001652405	0.26803
G000221945	G001652405	0.245371
G000969305	G001652405	0.245371
G000442905	G001652405	0.245371
G000348525	G001652405	0.245371
G000017245	G001652405	0.270747
G000262245	G001652405	0.254359
G900110905	G001652405	0.25242
G000007745	G001652405	0.250557
G001594265	G001652405	0.26803
G001262035	G001652405	0.258493
G001055885	G001652405	0.250557
G000261285	G001652405	0.236445
G001679325	G001652405	0.239237
G000259485	G001652405	0.23782
G000379905	G001652405	0.256381
G000027305	G001652405	0.247037
G001276545	G001652405	0.258493
G000968335	G001652405	0.245371
G001007605	G001652405	0.248764
G000772535	G001652405	0.276697
G000771775	G000521765	0.240698
G000772395	G000521765	0.273629
G000771955	G000521765	0.263022
G000772295	G000521765	0.270747
G000771805	G000521765	0.26803
G001678465	G000521765	0.26803
G000771785	G000521765	0.273629
G000771795	G000521765	0.26546
G000209675	G000521765	0.258493
G000772365	G000521765	0.25242
G000376645	G000521765	0.14095
G000238795	G000521765	0.231311
G000015885	G000521765	0.223483
G000007945	G000521765	0.243761
G000347595	G000521765	0.0162081
G001652405	G000521765	0.0166287
G000521765	G000521765	0
G001038205	G000521765	0.23011
G000021885	G000521765	0.215885
G000444545	G000521765	0.215016
G000172375	G000521765	0.214163
G000444565	G000521765	0.209345
G000444645	G000521765	0.221466
G000444685	G000521765	0.232543
G000688835	G000521765	0.209345
G000444705	G000521765	0.22668
G002015085	G000521765	0.210114
G000444605	G000521765	0.215016
G001938355	G000521765	0.211692
G001611775	G000521765	0.210897
G000754275	G000521765	0.254359
G000019405	G000521765	0.17026
G000827595	G000521765	0.273629
G000221945	G000521765	0.247037
G000969305	G000521765	0.245371
G000442905	G000521765	0.245371
G000348525	G000521765	0.245371
G000017245	G000521765	0.26803
G000262245	G000521765	0.258493
G900110905	G000521765	0.254359
G000007745	G000521765	0.245371
G001594265	G000521765	0.26803
G001262035	G000521765	0.260703
G001055885	G000521765	0.245371
G000261285	G000521765	0.235108
G001679325	G000521765	0.240698
G000259485	G000521765	0.240698
G000379905	G000521765	0.256381
G000027305	G000521765	0.242205
G001276545	G000521765	0.25242
G000968335	G000521765	0.243761
G001007605	G000521765	0.247037
G000772535	G000521765	0.283502
G000771775	G001038205	0.247037
G000772395	G001038205	0.254359
G000771955	G001038205	0.242205
G000772295	G001038205	0.242205
G000771805	G001038205	0.273629
G001678465	G001038205	0.26546
G000771785	G001038205	0.260703
G000771795	G001038205	0.247037
G000209675	G001038205	0.242205
G000772365	G001038205	0.279978
G000376645	G001038205	0.223483
G000238795	G001038205	0.247037
G000015885	G001038205	0.227796
G000007945	G001038205	0.250557
G000347595	G001038205	0.227796
G001652405	G001038205	0.235108
G000521765	G001038205	0.23011
G001038205	G001038205	0
G000021885	G001038205	0.215016
G000444545	G001038205	0.216771
G000172375	G001038205	0.216771
G000444565	G001038205	0.221466
G000444645	G001038205	0.221466
G000444685	G001038205	0.23011
G000688835	G001038205	0.218593
G000444705	G001038205	0.236445
G002015085	G001038205	0.214163
G000444605	G001038205	0.217673
G001938355	G001038205	0.213325
