BUCRH	0.16511020022784995
PICPU	0.21258661011414673
MERNU	0.17218537548688156
APAVI	0.16763430705627258
COLST	0.18156755285630694
TYTAL	0.12841423748572167
CATAU	0.09271012474697438
HALAL	0.10642998813529006
HALLE	0.10629024538404003
FALPE	0.13843488523295266
GEOFO	0.21790414015562926
TAEGU	0.22266782729386547
CORBR	0.19471335657084535
MANVI	0.18150973574026338
ACACH	0.1867550909254172
MELUN	0.17559041822600296
NESNO	0.1591310460592647
PHALE	0.12413843636979159
EURHE	0.15978518269724368
GAVST	0.10697024108534693
PHACA	0.12739576799138663
EGRGA	0.12034866511203307
NIPNI	0.103609062055236
PYGAD	0.09917745441618972
APTFO	0.09655717477436532
FULGL	0.09839266106758135
OPHHO	0.13916302588183455
CHAVO	0.125270569573314
BALRE	0.12215831371277638
TAUER	0.1381068280413496
CHLUN	0.1404634786680714
CUCCA	0.1773647824816815
CHAPE	0.1797508696779297
CALAN	0.2015196951272064
CAPCA	0.1382655921438266
PHORU	0.10982781737014932
PODCR	0.13707156368596676
COLLI	0.16342793929892213
PTEGU	0.14147067299286029
MESUN	0.15694569333579478
ANAPL	0.23643685625940172
GALGA	0.28833232921991564
MELGA	0.2942154925338193
STRCA	0.2548564163665068
TINMA	0.33510267875619326
