3	1	0	0	1.0 	 5.613616386390478e-17 	 4.316142227126082e-16 	 3 	 6.742245088816804e-19 	 8.326672684688674e-17	1.0 	 5.613616386390478e-17 	 4.316142227126082e-16 	 3 	 6.742245088816804e-19 	 8.326672684688674e-17
3	2	0	0	1.0 	 8.680433968719085e-16 	 1.285805619965321e-14 	 3 	 1.6490407779730877e-17 	 2.0365653607967715e-15	1.0 	 1.024397305604063e-15 	 1.3217635439940192e-14 	 3 	 1.771243970207891e-17 	 2.1874863032067537e-15
3	3	0	0	1.0 	 4.429145828415073e-14 	 6.001287612136365e-13 	 3 	 6.92428570621485e-15 	 8.551492847175268e-13	1.0 	 4.4316943404186253e-14 	 6.002885799058172e-13 	 3 	 6.925858896735575e-15 	 8.553435737468363e-13
3	4	0	0	1.0 	 4.45168814751632e-12 	 2.0841430981293636e-10 	 3 	 1.2589232737702298e-11 	 1.5547702431062405e-09	1.0 	 4.45168814751632e-12 	 2.0841430981293636e-10 	 3 	 1.2589232737702298e-11 	 1.5547702431062405e-09
3	5	0	0	1.0 	 1.9171129865478843e-17 	 3.123269677034522e-16 	 3 	 7.865952603619543e-19 	 9.71445146547012e-17	1.0 	 2.6926329005631824e-17 	 3.3786718602210205e-16 	 3 	 6.742245088816773e-19 	 8.326672684688674e-17
5	1	0	0	1.0 	 4.801221115274068e-16 	 5.2893343113928076e-15 	 5 	 2.3129646346357617e-17 	 2.8102520310824275e-15	1.0 	 4.939089217163228e-16 	 5.0730066945567325e-15 	 5 	 2.1930331350620566e-17 	 2.664535259100376e-15
5	2	0	0	1.0 	 5.872589791761867e-12 	 5.3665242066875957e-11 	 5 	 2.8894659584524363e-12 	 3.5107011395196775e-10	1.0 	 5.872589791761867e-12 	 5.3665242066875957e-11 	 5 	 2.8894659584524363e-12 	 3.5107011395196775e-10
5	3	0	0	1.0 	 8.986126918868907e-14 	 7.161883311535409e-13 	 5 	 8.102229449772134e-15 	 9.844208781473185e-13	1.0 	 8.986126918868907e-14 	 7.161883311535409e-13 	 5 	 8.102229449772134e-15 	 9.844208781473185e-13
5	4	0	0	1.0 	 4.5263433202296245e-12 	 1.444647268405211e-10 	 5 	 8.180251971914326e-12 	 9.93900614587595e-10	1.0 	 4.526604298585287e-12 	 1.444729485483021e-10 	 5 	 8.180717534573623e-12 	 9.939571804506997e-10
5	5	0	0	1.0 	 9.38630635245547e-17 	 5.714080520254088e-16 	 5 	 3.1410630840732506e-18 	 3.8163916471489756e-16	1.0 	 9.38630635245547e-17 	 5.714080520254088e-16 	 5 	 3.1410630840732506e-18 	 3.8163916471489756e-16
