G000284375	0.2547062407348973
G000011365	0.2632062407348973
G000473125	0.2594162407348973
G900011245	0.2658562407348973
G000938285	0.2634262407348973
G001908185	0.2588162407348973
G001641695	0.2526262407348973
G000239815	0.2683862407348973
G000344805	0.27205624073489726
G000472425	0.2648562407348973
G000472385	0.26544624073489725
G001440475	0.24769212775687485
G001693385	0.25086212775687483
G001440405	0.24099212775687484
G900104755	0.24511212775687485
G000938305	0.2451699516697752
G000472865	0.24324946238957937
G000701345	0.24939493500198442
G000012725	0.27540138429293
G000013885	0.2645113842929299
G000195775	0.18108204475232975
G001295845	0.17983404159525296
G000013365	0.17322404159525295
G000935205	0.22189735863724758
G000014825	0.21871918548443323
G000504425	0.23760918548443322
G000013745	0.22068918548443323
G900108575	0.2598822578539949
G000314675	0.26479320149954155
G000308295	0.2676532014995415
G000336555	0.2668232014995415
G000218565	0.28532254287399156
G000314735	0.2872425428739916
G000516555	0.28687151882662654
