2	1	0	0	28 	 2 	 5.842458248138428 	 1.3512918949127197
2	2	0	0	28 	 2 	 4.521186590194702 	 1.4758155345916748
2	3	0	0	28 	 2 	 4.382893800735474 	 1.4385852813720703
2	4	0	0	28 	 2 	 4.460550546646118 	 1.4789161682128906
2	5	0	0	28 	 2 	 4.446073770523071 	 1.4550542831420898
2	6	0	0	28 	 2 	 5.681641101837158 	 1.3476531505584717
2	7	0	0	28 	 2 	 4.5416200160980225 	 1.476938009262085
2	8	0	0	28 	 2 	 4.417519569396973 	 1.442751169204712
2	9	0	0	28 	 2 	 4.356804609298706 	 1.4413392543792725
2	10	0	0	28 	 2 	 4.367934942245483 	 1.4517605304718018
3	1	0	0	27 	 3 	 12.036593198776245 	 1.9610497951507568
3	2	0	0	27 	 3 	 8.020124435424805 	 1.8878498077392578
3	3	0	0	27 	 4 	 19.054814338684082 	 2.50372314453125
3	4	0	0	27 	 3 	 10.360342264175415 	 2.381938934326172
3	5	0	0	27 	 3 	 10.286274671554565 	 2.0790181159973145
3	6	0	0	27 	 3 	 13.063442468643188 	 2.0290873050689697
3	7	0	0	27 	 3 	 9.66176462173462 	 2.1181480884552
3	8	0	0	27 	 3 	 12.688153266906738 	 2.1460206508636475
3	9	0	0	27 	 3 	 8.21956753730774 	 2.027379035949707
3	10	0	0	27 	 3 	 12.103490829467773 	 2.2576260566711426
5	1	0	0	25 	 5 	 20.303175926208496 	 2.935230255126953
5	2	0	0	25 	 5 	 26.389009714126587 	 3.105363607406616
5	3	0	0	25 	 5 	 26.694580554962158 	 3.036992073059082
5	4	0	0	25 	 5 	 28.4607572555542 	 3.0258986949920654
5	5	0	0	25 	 5 	 23.37391757965088 	 2.9834237098693848
5	6	0	0	25 	 5 	 20.653042316436768 	 2.916881799697876
5	7	0	0	25 	 5 	 30.73702096939087 	 3.4923136234283447
5	8	0	0	25 	 5 	 27.512370824813843 	 3.010279417037964
5	9	0	0	25 	 4 	 18.641312837600708 	 3.012179136276245
5	10	0	0	25 	 5 	 24.348307371139526 	 3.088193416595459
7	1	0	0	23 	 7 	 39.35477948188782 	 3.5488641262054443
7	2	0	0	23 	 7 	 47.94436025619507 	 3.9908440113067627
7	3	0	0	23 	 7 	 38.44327092170715 	 3.543940305709839
7	4	0	0	23 	 7 	 51.095470905303955 	 3.390933036804199
7	5	0	0	23 	 7 	 30.588762044906616 	 3.643819808959961
7	6	0	0	23 	 7 	 34.604198932647705 	 3.569146156311035
7	7	0	0	23 	 7 	 42.89482092857361 	 3.436846971511841
7	8	0	0	23 	 6 	 40.30794835090637 	 3.5276217460632324
7	9	0	0	23 	 5 	 27.53054666519165 	 3.3120174407958984
