N5549	141.9621611499292
N5610	79.58011113707568
N5663	99.58509784447926
N5662	99.62861140447929
N5661	99.00984338447927
N5659	103.54450506447928
N5658	102.66274825447927
N5655	110.04104965447928
N5654	108.19157472447927
N5652	105.25443518447926
N5651	101.18917971447927
N5646	122.27796051447928
N5645	122.68313446447927
N5644	122.97165961447925
N5643	121.37053737447926
N5642	125.87013645447925
N5641	103.46328651447926
N5623	93.16360173432501
N5622	92.99983145432503
N5632	105.58789043309112
N5635	106.45356503309108
N5634	106.45356503309108
N5633	105.62604681309111
N5627	104.77611434273119
N5628	105.7932139590551
N5626	104.74690083311681
N5625	104.59171577149725
N5617	96.84734955687
N5616	97.41334445686999
N5614	96.95228219687
N5613	97.40287101687001
N5612	98.10867439687001
N5611	102.66466742687001
N5601	17.61638405615023
N5603	22.35622007625306
N5602	21.887097476253057
N5600	22.378594147898298
N5599	48.11885138525049
N5594	57.202418981677226
N5596	60.04568912565462
N5595	58.699952144916296
N5591	62.32232179329675
N5590	61.86561015329675
N5589	73.26837913329673
N5552	121.31287935532761
N5551	120.41674121532762
N5550	109.2199886153276
N5566	119.33913980381475
N5565	119.42629723381474
N5563	124.75084289381475
N5562	123.84942810381474
N5558	125.4018562621399
N5557	124.43400930213996
N5556	125.53081085213995
N5555	122.18394753213995
N5573	115.25934786515846
N5575	120.34571319689553
N5574	118.58888695689554
N5578	114.69598753247412
N5581	114.46470335622733
N5580	121.00603048622735
N5579	114.15460433712708
N5571	118.81383931347668
N5570	144.57180258347674
N5547	211.22057973992915
N5546	211.71381691992912
N5540	205.20158410992914
N5539	205.04084218992918
N5538	201.57995765992916
N5537	197.52277427992917
N5534	207.44101668992917
N5533	206.67789164992917
N5532	210.7666613499292
N5529	213.57257384992917
N5528	219.5641363899291
N5527	222.03299807992914
N5514	244.24831512992913
N5513	244.24930168992913
N5512	249.7266444699291
N5509	250.31667036992917
N5508	248.4081838999291
N5507	245.88585952992915
N5505	243.35988464992917
N5504	246.8141108199292
N5503	242.03064466992916
N5500	246.21673746992917
N5499	246.01178640992916
N5498	242.0707470999291
N5493	241.7368566299291
N5492	239.6583182999291
N5491	238.19818591992913
N5490	237.7708537099291
N5489	238.3891644799291
N5488	246.46738158992915
N5486	232.03726134992917
N5485	229.8541337899291
N5484	228.15933071992913
N5483	228.56806834992912
N5472	233.63380006992912
N5471	233.96654483992913
N5470	234.65188298992916
N5469	230.87825489992912
N5468	230.07702827992915
N5467	230.11875902992915
N5464	232.34213209992913
N5463	233.40615413992916
N5462	230.65799289992913
N5461	226.25515601992916
N5460	221.78230100992914
N5455	234.37106972992916
N5454	234.16052920992914
N5453	232.38096857992915
N5451	228.80055483992913
N5450	228.72854580992922
N5449	223.56834889992913
N5447	213.80271897992912
N5446	228.2568107099291
N5111	260.98511938992914
N5110	254.70498553992917
