	50076	510	80129	50395	156	160	3	6165	715	147	523	50070	80142	678	528	10	80152	45	560	521	6128	538	6168	6163	540	76	78	125	101
N10550	254.83374774114057	209.57565835953568	212.53405208802081	233.42380075790624	238.19231131161	250.85503291368872	221.54315213097476	241.1143158560376	222.70964561744668	221.82485018873265	204.57474451103212	212.22172834149987	215.30705184172697	247.88235704149733	230.51263326111766	222.52925639899797	227.826352803368	221.0295765231763	222.01913425976085	240.1535058074773	217.91715734588735	256.5771122367793	233.7331172874736	258.8310946193499	218.4536516426703	249.2350577917275	195.38275019223354	220.03542365677288	216.4291061591385
N10549	257.10828792114074	211.85019853953543	214.80859226802087	235.6983409379062	240.46685149161007	253.12957309368878	223.81769231097468	243.38885603603737	224.9841857974467	224.09939036873277	206.8492846910321	214.49626852149987	217.58159202172692	250.1568972214971	232.78717344111772	224.80379657899792	230.10089298336808	223.30411670317642	224.29367443976085	242.42804598747725	220.19169752588735	258.85165241677925	236.0076574674736	261.1056347993499	220.72819182267037	251.50959797172737	197.65729037223338	222.30996383677285	218.70364633913852
N10548	256.3269482311406	211.06885884953573	214.02725257802086	234.91700124790628	239.68551180160992	252.34823340368877	223.03635262097458	242.60751634603756	224.2028461074467	223.31805067873276	206.06794500103197	213.71492883149975	216.80025233172694	249.37555753149732	232.00583375111773	224.02245688899785	229.31955329336805	222.52277701317632	223.51233474976078	241.64670629747712	219.41035783588737	258.07031272677915	235.22631777747367	260.32429510935	219.94685213267027	250.72825828172748	196.87595068223348	221.52862414677278	217.92230664913848
N10545	257.7343188411408	212.4762294595357	215.4346231880207	236.32437185790602	241.09288241160988	253.75560401368867	224.44372323097457	244.01488695603754	225.61021671744672	224.72542128873272	207.47531561103193	215.12229944149985	218.20762294172684	250.78292814149737	233.41320436111766	225.42982749899795	230.72692390336823	223.93014762317637	224.91970535976085	243.05407690747717	220.81772844588738	259.47768333677936	236.63368838747374	261.73166571935	221.35422274267023	252.1356288917273	198.28332129223347	222.93599475677308	219.3296772591385
N10544	260.26285684114083	215.00476745953551	217.9631611880208	238.85290985790613	243.62142041160996	256.2841420136887	226.97226123097445	246.54342495603737	228.1387547174467	227.25395928873266	210.00385361103204	217.65083744149987	220.736160941727	253.31146614149725	235.94174236111772	227.958365498998	233.25546190336806	226.4586856231764	227.4482433597609	245.5826149074773	223.34626644588735	262.0062213367793	239.16222638747368	264.26020371934993	223.88276074267017	254.6641668917275	200.8118592922335	225.46453275677283	221.85821525913852
N10543	254.4605852411405	209.20249585953567	212.16088958802075	233.05063825790603	237.81914881160998	250.4818704136888	221.16998963097444	240.7411533560374	222.3364831174467	221.4516876887327	204.20158201103197	211.8485658414999	214.933889341727	247.50919454149727	230.13947076111788	222.15609389899788	227.45319030336793	220.65641402317644	221.64597175976076	239.78034330747718	217.54399484588734	256.2039497367793	233.3599547874737	258.45793211934995	218.0804891426703	248.86189529172742	195.00958769223342	219.66226115677287	216.0559436591385
N10542	249.66511840114046	204.40702901953563	207.3654227480207	228.2551714179062	233.0236819716099	245.68640357368866	216.3745227909745	235.94568651603757	217.54101627744657	216.6562208487327	199.40611517103216	207.0530990014999	210.13842250172695	242.71372770149733	225.34400392111772	217.36062705899803	222.65772346336814	215.86094718317642	216.850504919761	234.9848764674773	212.74852800588732	251.40848289677925	228.5644879474737	253.66246527934996	213.28502230267034	244.06642845172743	190.21412085223352	214.86679431677274	211.26047681913846
N10541	254.15351085114062	208.89542146953588	211.8538151980208	232.74356386790626	237.51207442160992	250.17479602368874	220.86291524097453	240.4340789660376	222.02940872744668	221.1446132987327	203.89450762103206	211.5414914514999	214.62681495172703	247.20212015149724	229.83239637111765	221.84901950899788	227.14611591336808	220.34933963317638	221.33889736976082	239.4732689174773	217.23692045588732	255.8968753467792	233.0528803974737	258.15085772935	217.7734147526703	248.55482090172745	194.7025133022334	219.3551867667729	215.7488692691385
N10534	258.48940895114066	213.23131956953557	216.18971329802068	237.07946196790616	241.8479725216099	254.51069412368878	225.19881334097465	244.76997706603743	226.36530682744677	225.48051139873266	208.230405721032	215.87738955149976	218.96271305172678	251.53801825149725	234.16829447111783	226.184917608998	231.482014013368	224.6852377331764	225.67479546976094	243.8091670174773	221.57281855588732	260.23277344677933	237.38877849747365	262.4867558293501	222.1093128526704	252.89071900172746	199.03841140223338	223.69108486677285	220.08476736913863
